,main_temp,main_feels_like,main_pressure,main_humidity,main_temp_min,main_temp_max,wind_speed,wind_deg,Day,hour,minute,year_2020,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
226,0,-3,985,86,0,1,3.6,240.0,2,5,30,1,0,0,1,0,0,0,0,0,0,0,0,0
227,0,-3,985,86,0,1,3.6,240.0,2,5,40,1,0,0,1,0,0,0,0,0,0,0,0,0
228,0,-3,985,86,0,1,3.6,240.0,2,5,50,1,0,0,1,0,0,0,0,0,0,0,0,0
229,0,-3,985,86,0,1,3.6,240.0,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0
230,0,-3,985,86,0,1,3.6,240.0,2,6,10,1,0,0,1,0,0,0,0,0,0,0,0,0
231,0,-3,985,86,0,1,3.6,240.0,2,6,20,1,0,0,1,0,0,0,0,0,0,0,0,0
232,1,-3,985,80,0,1,4.1,240.0,2,6,30,1,0,0,1,0,0,0,0,0,0,0,0,0
233,1,-3,985,80,0,1,4.1,240.0,2,6,40,1,0,0,1,0,0,0,0,0,0,0,0,0
234,1,-3,985,80,0,1,4.1,240.0,2,6,50,1,0,0,1,0,0,0,0,0,0,0,0,0
235,0,-4,985,86,0,1,4.1,250.0,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0
236,0,-4,985,86,0,1,4.1,250.0,2,7,10,1,0,0,1,0,0,0,0,0,0,0,0,0
237,0,-4,986,86,0,1,4.1,250.0,2,7,20,1,0,0,1,0,0,0,0,0,0,0,0,0
238,0,-4,986,86,0,1,4.1,250.0,2,7,30,1,0,0,1,0,0,0,0,0,0,0,0,0
239,1,-3,986,86,0,1,4.1,250.0,2,7,40,1,0,0,1,0,0,0,0,0,0,0,0,0
240,1,-3,986,86,0,1,4.1,250.0,2,7,50,1,0,0,1,0,0,0,0,0,0,0,0,0
241,0,-3,986,86,0,1,4.1,240.0,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0
242,1,-3,986,86,0,1,4.1,240.0,2,8,10,1,0,0,1,0,0,0,0,0,0,0,0,0
243,1,-3,986,86,0,2,4.1,240.0,2,8,20,1,0,0,1,0,0,0,0,0,0,0,0,0
244,1,-4,987,86,0,2,4.6,240.0,2,8,30,1,0,0,1,0,0,0,0,0,0,0,0,0
